Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Category
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Cloe,COSCOY,USA,792.0,11,2T4z413,,,1T3z15,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eliska,ADAMOVSKA,CZE,237.0,12,2T3z68,,,1T3z216,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Flavy,COHAUT,FRA,784.0,13,3T4z57,,,1T3z34,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Valentina,AGUADO,ARG,793.0,14,2T4z712,,,1T3z37,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eva Maria,HAMMELMÜLLER,AUT,257.0,15,2T4z27,,,1T3z311,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Celina,SCHOIBL,AUT,280.0,16,2T3z46,,,1T3z311,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Noa,SHIRAN,ISR,281.0,17,2T3z109,,,1T3z413,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luiza,EMELEVA,RUS,555.0,18,2T4z816,,,1T2z34,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anastasiia,EVGENEVA,RUS,252.0,19,2T4z912,,,0T2z07,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Bronwen,KARNIS,CAN,782.0,20,1T3z28,,,0T1z01,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gwyneth,UTTLEY,GBR,795.0,21,1T3z29,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sophie,BUITENDYK,CAN,779.0,22,1T3z417,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hannah,MEUL,GER,790.0,23,1T3z57,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mao,NAKAMURA,JPN,272.0,24,1T2z15,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Naama,YOHAI,ISR,287.0,25,1T2z24,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alejandra,CONTRERAS,CHI,248.0,26,1T2z33,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hannah,HERMANN,SUI,259.0,26,1T2z33,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Roxana,WIENAND,GER,789.0,26,1T2z33,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sara,MORANDINI,ITA,271.0,29,1T2z44,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mimu,KUROOKA,JPN,267.0,30,1T2z45,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tetiana,ZAIETS,UKR,288.0,31,1T2z411,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ariana,MATHEWS,USA,786.0,32,1T2z414,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Rut,CASAS MUR,ESP,244.0,33,1T2z65,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Olimpia,ARIANI,ITA,780.0,34,1T2z611,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zoe,PEETERMANS,GBR,275.0,35,1T2z76,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Yuka,HIGUCHI,JPN,261.0,36,1T2z813,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Freja,DUNCAN,SWE,251.0,37,1T1z63,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Marie,COLOT,BEL,778.0,38,0T4z018,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Yelyzaveta,LAVRYKOVA,UKR,268.0,39,0T3z010,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dagyeong,HAN,KOR,258.0,40,0T2z02,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Isabella Prehn,NYHUUS,DEN,543.0,41,0T2z03,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Annabelle,CLEARY,AUS,247.0,42,0T2z08,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Beatrix,EVANS,CAN,783.0,43,0T2z09,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sarah,TETZLAFF,NZL,282.0,43,0T2z09,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Natalie,TUZOVA,CZE,787.0,45,0T1z02,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tseng-shun,WONG,HKG,285.0,45,0T1z02,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anastasiia,FESENKO,UKR,253.0,47,0T1z04,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tereza,KUBATOVA,CZE,788.0,48,0T1z05,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hyeonsu,KIM,KOR,265.0,49,0T1z06,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hyejun,KIM,KOR,550.0,50,0T1z07,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Shilpa,CHARAK,IND,245.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Camilla,CIBULKA,RSA,246.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Kim,FORDE,NZL,254.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,María Fernanda,HIDALGO AMEZQUITA,MEX,260.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Milena,KROHN,RSA,266.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,VALERIYA,LANKOVA,KAZ,549.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Abby,MANNING,AUS,269.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sophia,OSIPOVA,NZL,551.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mia Stöver,WOLLEBAEK,NOR,284.0,51,0T0z00,,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ao,YURIKUSA,JPN,362.0,1,,4T4z77,,2T4z410,4T4z97,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hamish,MCARTHUR,GBR,329.0,2,,4T4z136,,2T4z412,2T4z511,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hajime,TAKEDA,JPN,353.0,3,,,3T4z46,2T4z816,1T4z212,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Paul,JENFT,FRA,314.0,4,,2T4z24,,2T4z312,1T4z516,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Rei,KAWAMATA,JPN,317.0,5,,,3T4z34,4T4z99,1T2z14,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alberto,GINÉS LÓPEZ,ESP,309.0,6,,3T4z65,,3T4z69,1T2z33,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Taiga,SAKAMOTO,JPN,479.0,7,,4T4z74,,2T3z613,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Yoav,ARIELI,ISR,640.0,8,,,1T4z110,2T3z87,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Eliot,BARNABÉ,FRA,475.0,9,,2T4z27,,2T3z811,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Geva,LEVIN,ISR,324.0,10,,3T4z67,,2T3z109,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Héctor,BAZAN MARTÍN,ESP,295.0,11,,,2T4z210,1T3z35,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Semen,OVCHINNIKOV,RUS,337.0,12,,,2T4z74,1T3z412,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nathaniel,SURMA,USA,486.0,13,,2T4z25,,1T2z23,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Louison,BURTIN,FRA,637.0,14,,,1T4z14,1T2z24,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Thomas,PODOLAN,AUT,341.0,15,,,3T4z76,1T2z62,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Zander,WALLER,USA,360.0,16,,,2T4z35,1T2z73,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Leto,CAVÉ,NED,300.0,17,,2T3z55,,1T2z75,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Artemii,DERBYSHEV,RUS,646.0,18,,,1T4z34,0T2z06,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ties,VANCRAEYNEST,BEL,356.0,19,,,1T4z19,0T2z011,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Călin,ENACHE,ROU,644.0,19,,,1T4z34,0T2z011,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vladimir,ZAKHAROV,RUS,483.0,21,,3T4z69,,0T1z01,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Wonwoo,HAN,KOR,481.0,22,,2T3z86,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lawrence,BOGESCHDORFER,AUT,298.0,23,,,1T4z35,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Davide Marco,COLOMBO,ITA,303.0,23,,1T4z14,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Johannes,HOFHERR,AUT,313.0,25,,,1T4z37,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Guy,MCNAMEE,CAN,331.0,25,,1T4z16,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Giorgio,TOMATIS,ITA,354.0,25,,1T4z16,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jarrell,SOH JIT KAI,SGP,350.0,28,,,1T4z411,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luke,GOH WEN BIN,SGP,310.0,29,,,1T4z414,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Benjamin,NEWMAN,CAN,471.0,29,,1T4z24,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Johannes,EGGER,ITA,478.0,31,,1T4z27,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Hlib,SUKHOVOI,UKR,352.0,31,,,1T4z416,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jordan,FISHMAN,USA,485.0,33,,1T4z28,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tai,TEWKESBURY,GBR,638.0,33,,,1T4z56,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Anej,BATAGELJ,SLO,293.0,35,,,1T3z116,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lasse,VON FREIER,GER,476.0,35,,1T4z34,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Petar,ATANASOV,BUL,291.0,37,,,1T3z33,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luca,FERRARI,BEL,468.0,37,,1T4z36,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Brennan,DOYLE,CAN,470.0,39,,1T4z39,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Roman,SIVAKOV,LTU,643.0,39,,,0T4z05,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lukas,DOLECEK,CZE,472.0,41,,1T4z311,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sangram,MALIK,IND,327.0,41,,,0T4z012,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Leonardo,MAGALLANES TEJADA,MEX,326.0,43,,,0T4z014,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Andrej,POLAK,SLO,342.0,43,,1T4z44,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matey,MITSEV,BUL,584.0,45,,,0T3z04,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jakub,ZIETEK,POL,363.0,45,,1T4z48,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jeonghoe,KIM,KOR,319.0,47,,,0T3z07,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Filip,KURTOVIĆ,CRO,321.0,47,,1T3z14,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dario,JOST,SUI,316.0,49,,1T3z27,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alistair,STUBBS,RSA,351.0,49,,,0T3z09,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Martin,MIKULEC,CZE,473.0,51,,1T3z28,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Diego Eugenio,ZUÑIGA GONZÁLEZ,MEX,364.0,51,,,0T3z010,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Albert,MUSIL,CZE,474.0,53,,1T3z35,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sean,O CONNOR,IRL,639.0,53,,,0T3z012,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jared,RODRIGUES,RSA,645.0,53,,,0T3z012,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jasper,VAN MALDEREN,BEL,469.0,56,,0T4z011,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jakub,FABRIC,SVK,307.0,57,,,0T2z02,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maxim,PARE,AUS,338.0,57,,0T3z03,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matthew,JONES,NZL,315.0,59,,,0T2z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Sumin,LEE,KOR,641.0,59,,,0T2z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aphiwit,LIMPANICHPAKDEE,THA,325.0,59,,,0T2z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,John-Philip,NOEL-BAKER,GRE,335.0,59,,,0T2z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dimitar,RUSEV,BUL,346.0,59,,,0T2z03,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Daniel,SMITH,GBR,349.0,59,,0T3z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Afonso Mano,CRISANTO,POR,482.0,65,,0T3z016,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matthew,GRUNEWALD,RSA,311.0,66,,0T2z02,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Emmanouil,MAVROMATIS,GRE,328.0,67,,0T2z03,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mathias,RASK JUNKER,DEN,343.0,67,,0T2z03,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mateus,BELLOTTO,BRA,296.0,69,,,0T2z04,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Michel,ERNI,SUI,306.0,69,,0T2z05,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Matus,VALEK,SVK,355.0,69,,,0T2z04,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Christian,WAGNER,CHI,358.0,72,,0T2z09,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Benjamin,AGUADO DEJEAS,CHI,289.0,73,,0T2z011,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Milosz,BUJAK,POL,299.0,73,,,0T2z07,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Modestas,KLIMAVICIUS,LTU,642.0,73,,,0T2z07,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Beknur,ALTYNBEKOV,KAZ,480.0,76,,0T1z02,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Poksakon,CHOTIKKRAI,THA,301.0,77,,0T1z04,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ameya,LAMBAT,IND,322.0,77,,,0T2z012,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aaron,MATTES,AUS,560.0,79,,,0T2z015,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jair Octavio,MORENO MONTOYA,MEX,333.0,79,,0T1z07,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mykhailo,DRACHENKO,UKR,304.0,81,,0T0z00,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,ILDAR,MUKHAMADEYEV,KAZ,573.0,81,,,0T1z010,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Rutoo Rahul,PENDSE,IND,340.0,83,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Mark,ROGALEV,UZB,345.0,83,,,0T0z00,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nichol,TOMAS,THA,146.0,1,,3T4z47,,2T3z85,3T4z97,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Junta,SEKIGUCHI,JPN,140.0,2,,,3T4z66,2T4z44,3T3z63,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Edvards,GRUZITIS,LAT,105.0,3,,4T4z88,,1T4z312,3T3z77,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Thorben Perry,BLOEM,GER,91.0,4,,4T4z1916,,2T3z77,2T4z611,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Oscar,BAUDRAND,CAN,88.0,5,,4T4z2421,,1T3z28,1T1z44,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Adam,ADAMOVSKY,CZE,86.0,6,,,3T4z88,1T1z75,0T2z04,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Oliver,KUANG,USA,120.0,7,,3T4z1715,,0T3z014,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Amaury,CABEZAS,FRA,459.0,8,,3T4z714,,0T3z020,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Satone,YOSHIDA,JPN,157.0,9,,,4T4z55,0T2z05,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Slav,KIROV,BUL,118.0,10,,3T4z1419,,0T2z06,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Illia,BAKHMET-SMOLENSKYI,UKR,466.0,11,,4T4z1311,,0T2z08,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Brian,SQUIRE,USA,594.0,12,,,4T4z1211,0T2z09,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Haruki,UEMURA,JPN,148.0,13,,,3T3z75,0T2z010,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joseph,XIBERRAS,GBR,155.0,13,,,2T4z48,0T2z010,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Toby,ROBERTS,GBR,136.0,15,,,2T4z513,0T2z012,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Alessandro,MELE,ITA,128.0,16,,,3T3z2321,0T2z013,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Nimród Sebestyén,TUSNÁDY,HUN,147.0,17,,,4T4z188,0T1z02,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Leander,CARMANNS,GER,460.0,18,,4T4z139,,0T1z04,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,David,ZINSLER,AUT,162.0,19,,3T4z58,,0T1z06,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vladislav,SHUNEVICH,RUS,141.0,20,,,3T4z1012,0T0z00,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lluc,MACIÀ LLOBET,ESP,125.0,21,,,2T3z37,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Timotej,ROMŠAK,SLO,137.0,21,,2T4z1013,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Etienne,ABRIAT,FRA,458.0,23,,2T3z312,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Reece,CHAPMAN,USA,593.0,23,,,2T3z77,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Roko,ČAČIJA,CRO,93.0,25,,,2T2z88,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jitse,REMES,BEL,134.0,25,,2T3z611,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joshua,MENNELL,AUS,129.0,27,,2T3z614,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Maksym,VNUKOV,UKR,153.0,27,,,1T4z413,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ivan,BONEV,BUL,92.0,29,,,1T4z514,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Lev,SHCHERBAKOV,RUS,465.0,29,,2T3z813,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Attila Zsombor,RADICS,HUN,461.0,31,,2T3z119,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Oskar,WOLFF,NZL,154.0,31,,,1T4z628,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Tim,KOROSEC,SLO,591.0,33,,,1T3z23,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Dylan,LE,CAN,122.0,33,,1T4z113,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Agostino,BEARZI,ITA,589.0,35,,,1T3z311,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Gergő,VÁLYI,HUN,151.0,35,,1T3z411,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Ondrej,MAZL,CZE,127.0,37,,1T3z414,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jim,ZEIMES,LUX,159.0,37,,,1T3z47,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Vin,SUKAPANPOTHARAM,THA,145.0,39,,1T3z416,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Aman,VARMA,IND,152.0,39,,,1T3z410,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Louis,GUIGNARD,SUI,106.0,41,,,1T3z513,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jaka,JAKI,SLO,111.0,41,,1T2z14,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Luca,BOLDRINI,ITA,462.0,43,,1T2z39,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Paolo,RIVADENEIRA,ECU,135.0,43,,,1T2z25,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Paul,CRISTEA,ROU,95.0,45,,1T1z63,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Leo,SKINNER,GBR,588.0,45,,,1T2z67,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Joanes,ESPARTA FRADE,ESP,101.0,47,,,0T3z012,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,TJ,FOLEY,CAN,102.0,47,,0T4z017,,,,boulder
IFSC Youth World Championships -  Arco (ITA) 2019 ,22  - 31 August 2019,Jan,GURBA,POL,108.0,49,,0T3z010,,,,boulder
